ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,move_class
STRO,2025-03-14,Loser,-35.2,8.1,Clinical Data,"Sutro Biopharma announced the discontinuation of its lead Luvelta program, implemented a major restructuring with nearly 50% workforce reduction, and shifted focus to three preclinical candidates including STRO-004, causing the stock to lose 35.2% on 2025-03-14.[1]",Luvelta,NCT05870748,,,False,,,,,REFRaME-O1: A Phase 2/3 Open-label Study Evaluating the Efficacy and Safety of Luveltamab Tazevibulin (STRO-002) Versus Investigator's Choice (IC) Chemotherapy in Women With Relapsed Platinum-resistant Epithelial Ovarian Cancer (Including Fallopian Tube or Primary Peritoneal Cancers) Expressing Folate Receptor Alpha (FOLR1),PHASE2/PHASE3,600.0,Ovarian Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer; Platinum-resistant Ovarian Cancer,TERMINATED,"Sutro Biopharma, Inc.",RANDOMIZED,2025-08-26,264.83,16.16,167.59,9.0,0.07,0.34,21.25,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T15:00:06.363850,True,True,9.97,3.53,High,High
SANA,2024-01-26,Gainer,2.24,5.47,Clinical Data,"Sana Biotechnology announced positive initial clinical results on January 7, 2025, from a first-in-human type 1 diabetes study of UP421 islet cell transplantation without immunosuppression, showing cell survival and insulin production at 4 and 12 weeks in one patient.",UP421,NCT06239636,Type 1 diabetes,Phase 1,False,,,Yes,Met primary safety endpoint with no safety issues observed and evidence of cell survival at multiple timepoints including six months post-transplantation.,First-in-human Safety Study of Hypoimmune Pancreatic Islet Transplantation in Adult Subjects With Type 1 Diabetes,EARLY_PHASE1,2.0,Type1diabetes,RECRUITING,Per-Ola Carlsson,,2025-05,1068.13,4.01,153.05,11.0,0.38,0.78,8.71,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m; Event older than 730 days: 2024-01-26",,True,False,17.75,0.13,Low,Low
RZLT,2025-12-19,Loser,-4.32,1.77,Clinical Data,"Rezolute announced topline Phase 3 sunRIZE trial results for ersodetug (RZLT) in congenital hyperinsulinism on December 11, 2025, which missed primary and key secondary endpoints despite showing a 45% reduction in hypoglycemia events at the top dose compared to 40% improvement in placebo.",RZLT,,congenital hyperinsulinism,Phase 3,True,Breakthrough Therapy Designation from FDA; designed as registrational trial to evaluate efficacy and safety for potential approval,,No,"Study did not meet primary endpoint; ersodetug showed 45% reduction in hypoglycemia events at top dose (10 mg/kg) compared to 40% improvement in placebo group, which was not statistically significant[1][5]",,,,,,,,,314.85,3.29,132.94,20.0,0.31,0.96,4.75,buy,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,65.32,0.07,Low,Low
KALA,2025-10-13,Gainer,4.2,1.49,Clinical Data,"No clinical trial data or results for KALA were announced on or around 2025-10-13; topline results from the CHASE Phase 2b trial of KPI-012 were announced later, showing failure to meet the primary endpoint, leading to discontinuation.[1][2]",KPI-012,NCT05727878,Persistent Corneal Epithelial Defect,Phase 2b,True,Company stated that positive results could support a Biologics License Application (BLA)[1],,No,"KPI-012 failed to meet the primary endpoint of complete healing of PCED as measured by corneal fluorescein staining at Day 56, with no meaningful difference vs vehicle[2][3][6]",A Study to Evaluate Safety and Efficacy of KPI-012 Ophthalmic Solution in Participants With Persistent Corneal Epithelial Defect (PCED),PHASE2,103.0,Persistent Corneal Epithelial Defect,TERMINATED,"Combangio, Inc",RANDOMIZED,2025-09-29,346.31,0.38,21.1,7.0,0.03,0.01,,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,139.39,0.03,Low,Low
IMRX,2024-09-13,Gainer,41.26,2.02,Clinical Data,"Immuneering Corporation reported promising early response data from the first five patients in the phase IIa portion of a phase I/IIa study of IMM-1-104 combined with modified gemcitabine/nab-paclitaxel for first-line pancreatic cancer, showing superior ORR and disease control rate compared to the 23% ORR and 48% DCR benchmark for chemotherapy alone, including complete and partial responses.",IMM-1-104,NCT05585320,pancreatic cancer,Phase 1/2,False,,,,,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,15.7,5.5,Buy,0.91,,2026-01-21T14:54:56.752332,True,True,7.28,5.67,High,High
IRWD,2025-01-30,Loser,-38.17,2.3,Clinical Data,"Ironwood Pharmaceuticals' stock dropped 38.2% on January 30, 2025, due to disappointing Phase 3 apraglutide trial results for short bowel syndrome, with the FDA requiring an additional confirmatory phase III study, delaying NDA submission.",apraglutide,NCT04627025,short bowel syndrome (SBS) with intestinal failure (IF),Phase 3,True,confirmatory phase III study will be required to seek approval,,No,,"A Multicenter, Double-blind, Randomized, Placebo-controlled Trial to Evaluate the Efficacy and Safety of Apraglutide in Adult Subjects With Short Bowel Syndrome and Intestinal Failure (SBS-IF)",PHASE3,164.0,Short Bowel Syndrome,COMPLETED,VectivBio AG,RANDOMIZED,2024-01-02,732.05,4.5,140.41,,0.09,0.97,4.85,none,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:57:22.311689,True,True,8.03,4.75,High,High
ANRO,2024-10-31,Loser,-3.47,3.89,Clinical Data,"Alto Neuroscience (ANRO) announced topline results from the Phase 2b trial of ALTO-100 for major depressive disorder (MDD) in October 2024, reporting no statistically significant improvement in the primary endpoint for biomarker-positive patients compared to placebo, though favorable safety and subgroup signals were noted.[1][4]",ALTO-100,NCT06656416,Major Depressive Disorder (MDD),Phase 2b,False,,,No,"ALTO-100 did not demonstrate statistically significant improvement in depressive symptoms compared to placebo in biomarker-positive patients, as measured by change from baseline in Montgomery-Åsberg Depression Rating Scale (MADRS).[2]","A Randomized, Double-Blind, Placebo-Controlled Study Followed by Open-Label Treatment of ALTO-100 in Adults With Bipolar Disorder Currently Experiencing a Major Depressive Episode",PHASE2,200.0,Bipolar Disorder I or II With a Major Depressive Episode,RECRUITING,Alto Neuroscience,RANDOMIZED,2026-08,547.39,17.62,137.82,31.0,0.08,0.79,31.25,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,35.48,0.1,Low,Low
ZNTL,2026-01-09,Gainer,31.69,3.74,Clinical Data,"Zentalis Pharmaceuticals' stock surged 31.7% on January 9, 2026, driven by completion of enrollment in the Phase 2 DENALI Part 2a trial for azenosertib in platinum-resistant ovarian cancer and FDA alignment on the Phase 3 ASPENOVA trial design, alongside strong efficacy data across three trials using Cyclin E1 as a biomarker.",azenosertib,NCT06369155,platinum-resistant ovarian cancer,Phase 2,False,,,,,A Biomarker Study of the Wee1 Inhibitor Azenosertib (ZN-c3) in Women With Recurrent or Persistent Uterine Serous Carcinoma,PHASE2,25.0,Uterine Serous Carcinoma; Uterine Carcinoma; Uterine Cancer,RECRUITING,"Joyce Liu, MD",,2026-01-31,142.3,2.85,78.5,18.0,12.4,45.2,8.5,Buy,0.91,,2026-01-21T15:05:08.045364,True,True,6.22,5.09,High,High
IMRX,2026-01-08,Loser,-43.22,4.73,Clinical Data,"Immuneering reported updated Phase 2a data for atebimetinib + mGnP in first-line pancreatic cancer showing 64% 12-month overall survival (vs 35% historical benchmark), 39% confirmed ORR (vs 23%), 8.5 months median PFS (vs 5.5 months), but stock dropped due to lack of randomized control arm and long timeline to Phase 3.",atebimetinib (IMM-1-104),NCT05585320,first-line pancreatic cancer,Phase 2,False,,,Unclear,,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,23.7,5.5,Buy,0.91,,2026-01-21T14:53:14.287586,True,True,6.38,6.77,High,High
IMRX,2024-10-08,Loser,-2.45,2.39,Clinical Data,"Immuneering Corp. (IMRX) announced positive updated survival and safety data from its ongoing Phase 2a trial of Atebimetinib combined with modified gemcitabine/nab-paclitaxel in first-line pancreatic cancer patients around early October 2024, showing 86% overall survival and 53% progression-free survival at 9 months median follow-up.[1][4]",Atebimetinib,NCT05585320,first-line pancreatic cancer,Phase 2a,False,,,Unclear,"Trial showed encouraging survival rates including 86% OS and 53% PFS at 9 months median follow-up, and 94% OS and 72% PFS at 6 months, with median OS and PFS not reached, supporting plans for a future pivotal Phase 3 trial.","A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,322.85,5.0,227.56,54.0,0.2,0.51,17.17,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,18.7,0.13,Low,Low
OMER,2025-11-03,Loser,-2.18,7.17,Clinical Data,"Omeros (OMER) reported third-quarter 2025 results on November 13, 2025, including key clinical data for narsoplimab showing 61% complete response (CR) in the pivotal TA-TMA study (N=28), 68% CR in evaluable expanded access patients, and 73-74% 100-day survival rates.[1][4]",narsoplimab,NCT04488081,hematopoietic stem cell transplant-associated thrombotic microangiopathy (TA-TMA),Phase 3,True,Completed pivotal Phase 3 trial with significant survival benefit compared to external controls; BLA resubmitted to FDA in March 2025 with PDUFA date in late September 2025,,Yes,"Pivotal Phase 3 trial demonstrated 61% complete response rate in the primary study population (N=28), 68% complete response in evaluable expanded access patients, and 73-74% 100-day survival rates, showing significant survival benefit compared to external controls",I-SPY COVID TRIAL: An Adaptive Platform Trial to Reduce Mortality and Ventilator Requirements for Critically Ill Patients,PHASE2,1500.0,COVID-19,RECRUITING,QuantumLeap Healthcare Collaborative,RANDOMIZED,2028-07-31,853.64,12.04,36.09,4.0,0.26,0.47,38.0,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,15.58,0.14,Low,Low
DYN,2024-09-03,Loser,-30.7,31.94,Clinical Data,"Dyne Therapeutics' stock dropped 30.7% on September 3, 2024, following the announcement of positive clinical data from the DELIVER trial for DYNE-251 in Duchenne muscular dystrophy patients, overshadowed by the simultaneous revelation that its CMO, COO, and CBO were stepping down from their roles.",DYNE-251,NCT05524883,Duchenne muscular dystrophy,,False,,,,,"A Randomized, Double-Blind, Placebo-Controlled, Multiple Ascending Dose Study Assessing Safety, Tolerability, Pharmacodynamics, Efficacy, and Pharmacokinetics of DYNE-251 Administered to Participants With Duchenne Muscular Dystrophy Amenable to Exon 51 Skipping",PHASE1/PHASE2,86.0,Duchenne Muscular Dystrophy (DMD),ACTIVE_NOT_RECRUITING,Dyne Therapeutics,RANDOMIZED,2029-11,312.5,12.45,145.2,18.0,22.3,68.7,18.5,Buy,0.82,,2026-01-21T15:07:51.572909,True,True,3.92,7.83,High,High
RZLT,2025-12-15,Loser,-9.44,1.63,Clinical Data,"Rezolute announced Phase 3 sunRIZE trial results on December 11, 2025, showing the drug failed to meet its primary and key secondary endpoints for congenital hyperinsulinism, though it demonstrated a 45% reduction in hypoglycemia events compared to 40% in placebo.",ersodetug,NCT06881992,congenital hyperinsulinism,Phase 3,True,Phase 3 registrational trial evaluating primary efficacy endpoints over six months[1][2][4],,No,"Failed primary endpoint of change from baseline in average number of hypoglycemia events per week, with 45% reduction for ersodetug (10 mg/kg) vs 40% improvement in placebo (not statistically significant)[1][2][4]","A Phase 3, Single-Arm, Open-label, Pivotal Study to Evaluate the Efficacy and Safety of Ersodetug Compared to Baseline in Patients With Inadequately Controlled Hypoglycemia Due to Tumor Hyperinsulinism (Tumor HI)",PHASE3,16.0,Tumor Hyperinsulinism (Tumor HI),RECRUITING,Rezolute,,2027-09,314.85,3.29,132.94,20.0,0.31,0.96,4.75,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,73.75,0.13,Low,Low
SNSE,2025-08-01,Gainer,38.03,10.32,Clinical Data,"Sensei Biotherapeutics announced favorable preliminary Phase 1/2 dose expansion data for Solnerstotug (SNS-101) showing durable responses and tumor shrinkage in PD-(L)1 resistant patients, with an objective response rate almost three times higher than historical PD-(L)1 rechallenge response rates.",Solnerstotug (SNS-101),NCT05864144,PD-(L)1 resistant solid tumors,Phase 1/2,False,,,Unclear,ORR almost three times higher than historical PD-(L)1 rechallenge response rates,"A Phase 1/2, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SNS-101 (Anti VISTA) as Monotherapy and in Combination With Cemiplimab in Patients With Advanced Solid Tumors",PHASE1/PHASE2,98.0,"Solid Tumor, Adult; Advanced Solid Tumor; Head and Neck Cancer; Breast Cancer; Colon Cancer; Pancreatic Cancer; Gastric Cancer; Esophageal Cancer; Prostate Cancer; Uterine Cancer; Cervix Cancer; Ovarian Cancer; Kidney Cancer; Bladder Cancer; Thyroid Cancer; Melanoma; Sarcoma; Advanced Cancer; Metastatic Cancer; Refractory Cancer; Non Small Cell Lung Cancer; Merkel Cell Carcinoma",ACTIVE_NOT_RECRUITING,"Sensei Biotherapeutics, Inc.",NON_RANDOMIZED,2027-06,11.47,9.09,25.04,13.0,0.03,0.04,,none,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:57:27.396463,True,True,8.76,4.34,High,High
ZNTL,2024-07-03,Loser,-2.52,3.48,Clinical Data,"No clinical trial data or results for ZNTL were announced on or around July 3, 2024; the closest updates were in Q2 2024 financials on August 9 and later in December 2024 for the DENALI trial showing ~35% ORR in Cyclin E1+ platinum-resistant ovarian cancer.",azenosertib,NCT05128825,"High-Grade Serous Ovarian, Fallopian Tube or Primary Peritoneal Cancer",Phase 2,True,DENALI trial Part 2 is registration-intent with topline data expected by end of 2026[2][5],,Unclear,Ongoing Phase 2 DENALI Part 1b showed ~35% ORR and 6.3 months mDOR in Cyclin E1+ platinum-resistant ovarian cancer patients[2][5],"A Phase 2 Open-Label, Multicenter Study To Evaluate Efficacy And Safety Of ZN-c3 In Subjects With High-Grade Serous Ovarian, Fallopian Tube, Or Primary Peritoneal Cancer (DENALI / ZN-c3-005 / GOG-3066)",PHASE2,170.0,"High-Grade Serous Ovarian, Fallopian Tube or Primary Peritoneal Cancer",RECRUITING,"K-Group, Beta, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc",RANDOMIZED,2026-12-01,156.7,2.42,280.7,25.0,0.08,0.57,5.31,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,21.41,0.12,Low,Low
IMRX,2024-03-18,Gainer,34.03,2.56,Clinical Data,"Immuneering's lead drug combo regimen showed superior initial efficacy in first-line treatment of pancreatic cancer in a mid-stage study, with the stock soaring 41% on the announcement.",IMM-1-104 (atebimetinib combination),NCT05585320,Pancreatic Cancer,Phase 2,False,,,Yes,,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,15.7,5.5,Buy,0.91,,2026-01-21T15:01:09.754994,True,True,37.18,0.92,Low,High
IMRX,2025-06-18,Gainer,52.2,2.77,Clinical Data,"Immuneering reported that atebimetinib in combination with modified gemcitabine/nab-paclitaxel achieved 64% overall survival at 12 months in first-line pancreatic cancer patients, compared to 35% with standard of care treatment.",atebimetinib,NCT05585320,First-line pancreatic cancer,Phase 2,False,The company is now looking to start dosing the first patient in the pivotal late-stage trial in mid-2026.,,Yes,64% overall survival at 12 months vs 35% standard of care,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,15.7,5.5,Buy,0.91,,2026-01-21T14:49:26.493276,True,True,9.18,5.69,High,High
